shipment_id,product_id,distance_km,region,shipment_mode,shipment_cost
SHIP-000481,SKU-00922,920.83,South,Standard,189.55
SHIP-000482,SKU-00852,152.95,South,Standard,499.08
SHIP-000483,SKU-01909,893.67,West,Bulk,299.0
SHIP-000484,SKU-05789,812.04,East,Bulk,169.81
SHIP-000485,SKU-02726,633.81,South,Bulk,198.14
SHIP-000486,SKU-09814,697.55,West,Express,496.99
SHIP-000487,SKU-02175,510.94,East,Express,60.54
SHIP-000488,SKU-06427,892.22,West,Express,107.99
SHIP-000489,SKU-07268,237.53,West,Bulk,137.42
SHIP-000490,SKU-01386,53.26,South,Bulk,482.24
SHIP-000491,SKU-09853,292.35,South,Bulk,265.6
SHIP-000492,SKU-03990,234.45,East,Standard,372.02
SHIP-000493,SKU-04195,593.78,West,Standard,120.69
SHIP-000494,SKU-02913,562.54,West,Bulk,130.9
SHIP-000495,SKU-00824,407.0,West,Express,307.25
SHIP-000496,SKU-05835,988.45,South,Bulk,224.48
SHIP-000497,SKU-03024,622.85,North,Bulk,488.55
SHIP-000498,SKU-09746,17.52,South,Express,107.55
SHIP-000499,SKU-05035,730.42,North,Standard,471.68
SHIP-000500,SKU-05664,19.68,North,Bulk,59.49
SHIP-000501,SKU-08235,611.32,West,Standard,443.21
SHIP-000502,SKU-07536,314.56,East,Express,492.19
SHIP-000503,SKU-09828,995.9,North,Bulk,378.41
SHIP-000504,SKU-00592,320.2,South,Express,242.88
SHIP-000505,SKU-09618,85.99,East,Standard,248.63
SHIP-000506,SKU-03983,678.09,North,Standard,265.53
SHIP-000507,SKU-06223,383.17,South,Express,388.24
SHIP-000508,SKU-03318,67.56,North,Express,497.42
SHIP-000509,SKU-00057,635.23,West,Bulk,249.96
SHIP-000510,SKU-05893,163.55,North,Bulk,489.47
SHIP-000511,SKU-03298,10.61,West,Express,425.94
SHIP-000512,SKU-02916,339.38,East,Express,371.21
SHIP-000513,SKU-08816,916.68,West,Bulk,109.1
SHIP-000514,SKU-02892,368.0,North,Express,268.89
SHIP-000515,SKU-02564,822.62,East,Bulk,51.28
SHIP-000516,SKU-00554,338.17,North,Bulk,346.84
SHIP-000517,SKU-02961,603.53,South,Standard,352.34
SHIP-000518,SKU-03058,80.26,North,Standard,137.67
SHIP-000519,SKU-08324,762.0,West,Bulk,234.23
SHIP-000520,SKU-01539,465.95,South,Standard,209.29
SHIP-000521,SKU-07843,869.62,North,Express,148.84
SHIP-000522,SKU-00036,935.67,West,Bulk,383.9
SHIP-000523,SKU-03877,465.59,North,Bulk,88.16
SHIP-000524,SKU-05779,551.25,North,Express,478.83
SHIP-000525,SKU-02215,11.82,North,Standard,347.74
SHIP-000526,SKU-00728,975.72,East,Standard,363.12
SHIP-000527,SKU-06415,734.5,North,Bulk,113.72
SHIP-000528,SKU-01333,249.29,South,Express,404.3
SHIP-000529,SKU-06805,814.2,East,Bulk,241.91
SHIP-000530,SKU-04480,753.5,South,Standard,133.07
SHIP-000531,SKU-06315,456.61,North,Standard,146.41
SHIP-000532,SKU-00652,748.19,West,Standard,277.59
SHIP-000533,SKU-01676,77.95,East,Bulk,288.81
SHIP-000534,SKU-08770,894.44,West,Standard,306.35
SHIP-000535,SKU-03454,694.94,West,Express,183.36
SHIP-000536,SKU-02567,826.08,West,Express,369.47
SHIP-000537,SKU-08996,616.28,South,Bulk,408.72
SHIP-000538,SKU-02022,840.7,East,Bulk,35.36
SHIP-000539,SKU-01016,163.97,South,Bulk,406.42
SHIP-000540,SKU-05554,152.64,West,Bulk,303.26
SHIP-000541,SKU-03064,677.63,South,Standard,345.48
SHIP-000542,SKU-09607,491.01,South,Bulk,281.23
SHIP-000543,SKU-05412,608.95,West,Bulk,259.68
SHIP-000544,SKU-01404,258.43,South,Standard,458.28
SHIP-000545,SKU-05050,893.7,North,Bulk,158.43
SHIP-000546,SKU-02056,700.84,South,Bulk,182.45
SHIP-000547,SKU-01953,264.13,West,Bulk,32.53
SHIP-000548,SKU-07983,389.56,South,Express,32.19
SHIP-000549,SKU-05340,190.58,North,Express,335.62
SHIP-000550,SKU-01699,183.71,West,Express,363.28
SHIP-000551,SKU-04932,612.7,West,Standard,201.19
SHIP-000552,SKU-03758,717.12,West,Bulk,29.28
SHIP-000553,SKU-04083,735.57,East,Express,202.9
SHIP-000554,SKU-08263,650.59,East,Standard,339.05
SHIP-000555,SKU-06259,389.07,South,Express,480.7
SHIP-000556,SKU-09727,889.77,North,Standard,255.97
SHIP-000557,SKU-08548,54.35,South,Express,422.33
SHIP-000558,SKU-06671,454.42,West,Express,404.01
SHIP-000559,SKU-05105,792.12,South,Standard,85.58
SHIP-000560,SKU-02846,701.34,North,Standard,449.02
SHIP-000561,SKU-09851,618.85,North,Bulk,78.2
SHIP-000562,SKU-02426,824.1,South,Bulk,47.16
SHIP-000563,SKU-08252,699.71,West,Bulk,430.62
SHIP-000564,SKU-08490,87.22,North,Bulk,32.05
SHIP-000565,SKU-03222,952.49,North,Bulk,60.38
SHIP-000566,SKU-06392,224.15,East,Standard,36.1
SHIP-000567,SKU-07246,800.69,West,Express,462.06
SHIP-000568,SKU-03053,600.05,North,Standard,272.2
SHIP-000569,SKU-09255,291.61,West,Bulk,28.54
SHIP-000570,SKU-01868,69.16,East,Standard,180.78
SHIP-000571,SKU-03796,839.91,East,Bulk,51.6
SHIP-000572,SKU-01441,314.2,West,Standard,105.97
SHIP-000573,SKU-08121,428.78,South,Bulk,224.55
SHIP-000574,SKU-03642,740.79,North,Express,26.39
SHIP-000575,SKU-05404,865.4,South,Bulk,363.11
SHIP-000576,SKU-00479,897.09,North,Express,343.68
SHIP-000577,SKU-08512,381.95,West,Express,432.83
SHIP-000578,SKU-00129,480.12,South,Standard,288.25
SHIP-000579,SKU-05855,909.38,South,Standard,206.04
SHIP-000580,SKU-07825,566.35,South,Express,223.39
SHIP-000581,SKU-00181,898.73,East,Express,78.0
SHIP-000582,SKU-00668,838.07,South,Bulk,406.18
SHIP-000583,SKU-07299,602.24,West,Express,408.24
SHIP-000584,SKU-01625,404.4,West,Bulk,240.64
SHIP-000585,SKU-04926,92.9,South,Bulk,401.75
SHIP-000586,SKU-05322,786.28,West,Express,255.22
SHIP-000587,SKU-06384,914.63,East,Bulk,401.26
SHIP-000588,SKU-03900,400.63,West,Standard,352.26
SHIP-000589,SKU-03485,725.99,West,Standard,33.86
SHIP-000590,SKU-05690,571.09,North,Standard,62.16
SHIP-000591,SKU-09311,998.01,South,Standard,419.44
SHIP-000592,SKU-09739,989.89,East,Standard,311.58
SHIP-000593,SKU-09896,280.6,East,Express,418.65
SHIP-000594,SKU-04922,607.08,North,Standard,458.44
SHIP-000595,SKU-02274,265.6,North,Bulk,244.31
SHIP-000596,SKU-06012,591.84,North,Standard,419.34
SHIP-000597,SKU-03935,271.58,North,Standard,28.52
SHIP-000598,SKU-06038,790.81,West,Standard,309.87
SHIP-000599,SKU-05582,485.04,West,Express,205.62
SHIP-000600,SKU-04553,698.26,East,Standard,74.04
SHIP-000601,SKU-00662,722.2,East,Bulk,79.85
SHIP-000602,SKU-00216,894.5,East,Standard,157.55
SHIP-000603,SKU-04083,825.83,West,Express,415.04
SHIP-000604,SKU-05769,871.0,West,Express,121.3
SHIP-000605,SKU-01739,479.35,South,Standard,101.65
SHIP-000606,SKU-01032,330.59,West,Standard,397.99
SHIP-000607,SKU-07238,675.94,South,Standard,262.32
SHIP-000608,SKU-07435,435.72,West,Standard,204.36
SHIP-000609,SKU-04937,663.11,South,Bulk,60.52
SHIP-000610,SKU-00411,960.45,West,Bulk,428.22
SHIP-000611,SKU-02099,447.33,East,Express,60.67
SHIP-000612,SKU-00993,816.61,West,Bulk,254.72
SHIP-000613,SKU-06037,727.42,North,Standard,269.51
SHIP-000614,SKU-06103,802.0,North,Bulk,349.94
SHIP-000615,SKU-05487,974.38,North,Bulk,331.0
SHIP-000616,SKU-00556,449.43,East,Bulk,255.97
SHIP-000617,SKU-00842,99.8,South,Standard,114.01
SHIP-000618,SKU-03378,713.28,East,Standard,424.52
SHIP-000619,SKU-07894,226.93,South,Express,245.05
SHIP-000620,SKU-08563,962.11,West,Express,427.05
SHIP-000621,SKU-08801,932.2,West,Express,468.73
SHIP-000622,SKU-06995,269.61,West,Express,414.02
SHIP-000623,SKU-09566,598.23,South,Express,470.48
SHIP-000624,SKU-02038,73.28,South,Express,396.84
SHIP-000625,SKU-05685,287.51,East,Bulk,73.88
SHIP-000626,SKU-09328,452.06,West,Express,219.07
SHIP-000627,SKU-09715,130.21,South,Express,447.6
SHIP-000628,SKU-01809,522.23,East,Bulk,385.5
SHIP-000629,SKU-07254,687.76,East,Express,292.77
SHIP-000630,SKU-08900,300.94,West,Bulk,408.62
SHIP-000631,SKU-05914,751.31,West,Express,476.54
SHIP-000632,SKU-01194,920.53,East,Standard,232.74
SHIP-000633,SKU-02592,376.73,East,Bulk,159.98
SHIP-000634,SKU-01519,146.17,South,Standard,368.85
SHIP-000635,SKU-01139,197.38,South,Express,491.8
SHIP-000636,SKU-09405,919.28,South,Bulk,309.53
SHIP-000637,SKU-06189,190.84,North,Standard,244.08
SHIP-000638,SKU-08293,500.04,West,Express,295.58
SHIP-000639,SKU-07996,525.19,South,Express,434.01
SHIP-000640,SKU-00663,636.45,South,Standard,230.8
SHIP-000641,SKU-08955,182.37,East,Standard,135.62
SHIP-000642,SKU-00146,100.25,West,Bulk,372.28
SHIP-000643,SKU-06180,178.28,South,Bulk,208.88
SHIP-000644,SKU-09625,123.51,North,Standard,314.35
SHIP-000645,SKU-00358,851.69,North,Express,71.7
SHIP-000646,SKU-04882,249.26,West,Bulk,258.55
SHIP-000647,SKU-07657,558.28,North,Express,37.33
SHIP-000648,SKU-01435,223.11,North,Express,112.74
SHIP-000649,SKU-00821,267.87,North,Bulk,242.62
SHIP-000650,SKU-07203,757.77,East,Bulk,230.3
SHIP-000651,SKU-08405,562.29,North,Bulk,79.13
SHIP-000652,SKU-04507,242.8,North,Standard,231.51
SHIP-000653,SKU-01563,215.6,West,Express,496.7
SHIP-000654,SKU-01703,667.29,West,Express,364.69
SHIP-000655,SKU-03466,331.88,East,Standard,110.28
SHIP-000656,SKU-08592,145.14,East,Express,356.61
SHIP-000657,SKU-03996,355.24,East,Standard,69.18
SHIP-000658,SKU-01253,423.21,West,Bulk,400.79
SHIP-000659,SKU-05028,716.08,East,Bulk,106.19
SHIP-000660,SKU-07273,55.99,West,Bulk,215.17
SHIP-000661,SKU-05317,983.04,East,Express,332.28
SHIP-000662,SKU-07816,160.58,East,Standard,44.18
SHIP-000663,SKU-03634,645.25,East,Express,173.82
SHIP-000664,SKU-02274,305.84,West,Bulk,196.24
SHIP-000665,SKU-01679,647.9,West,Bulk,369.81
SHIP-000666,SKU-09832,741.15,South,Standard,47.81
SHIP-000667,SKU-01690,400.01,West,Standard,66.88
SHIP-000668,SKU-05213,714.19,North,Express,398.86
SHIP-000669,SKU-08171,609.87,South,Express,432.82
SHIP-000670,SKU-03869,790.13,South,Standard,172.02
SHIP-000671,SKU-01317,282.34,West,Bulk,275.5
SHIP-000672,SKU-07184,30.56,South,Standard,297.21
SHIP-000673,SKU-01569,863.43,North,Standard,184.87
SHIP-000674,SKU-08975,629.32,West,Express,386.25
SHIP-000675,SKU-03905,522.89,North,Bulk,269.85
SHIP-000676,SKU-01817,53.96,West,Express,107.02
SHIP-000677,SKU-02367,486.15,West,Bulk,79.53
SHIP-000678,SKU-07647,646.08,South,Express,34.8
SHIP-000679,SKU-01987,878.27,North,Bulk,320.32
SHIP-000680,SKU-01877,174.19,West,Express,428.54
SHIP-000681,SKU-02519,728.56,South,Express,469.16
SHIP-000682,SKU-08133,14.59,North,Bulk,44.0
SHIP-000683,SKU-00277,696.62,South,Bulk,298.03
SHIP-000684,SKU-01802,380.48,South,Standard,403.92
SHIP-000685,SKU-02832,96.91,West,Bulk,375.31
SHIP-000686,SKU-06936,757.63,North,Express,363.02
SHIP-000687,SKU-04367,358.13,West,Standard,270.38
SHIP-000688,SKU-05211,12.66,West,Bulk,71.39
SHIP-000689,SKU-07011,743.14,West,Express,32.42
SHIP-000690,SKU-01006,846.41,West,Standard,321.22
SHIP-000691,SKU-07495,67.06,South,Express,474.06
SHIP-000692,SKU-04091,301.29,South,Standard,463.08
SHIP-000693,SKU-07657,902.17,North,Bulk,230.83
SHIP-000694,SKU-07173,386.57,West,Express,74.23
SHIP-000695,SKU-08889,209.68,East,Express,200.54
SHIP-000696,SKU-04245,87.64,East,Standard,487.8
SHIP-000697,SKU-08184,625.55,North,Standard,243.04
SHIP-000698,SKU-06538,79.14,North,Standard,421.05
SHIP-000699,SKU-04613,93.6,East,Bulk,299.99
SHIP-000700,SKU-04131,482.44,North,Express,440.0
SHIP-000701,SKU-00492,157.43,North,Express,67.96
SHIP-000702,SKU-06389,486.86,North,Express,83.82
SHIP-000703,SKU-08530,334.92,South,Express,486.57
SHIP-000704,SKU-00971,585.09,North,Express,358.29
SHIP-000705,SKU-05963,546.28,North,Express,394.63
SHIP-000706,SKU-05038,981.7,East,Standard,49.58
SHIP-000707,SKU-06981,950.89,East,Express,159.24
SHIP-000708,SKU-07794,539.32,West,Express,454.89
SHIP-000709,SKU-02733,203.63,South,Express,161.39
SHIP-000710,SKU-05488,87.29,South,Standard,371.95
SHIP-000711,SKU-03256,227.65,West,Express,451.39
SHIP-000712,SKU-03006,594.4,South,Express,240.18
SHIP-000713,SKU-09902,650.49,South,Express,402.97
SHIP-000714,SKU-06670,918.72,West,Bulk,41.28
SHIP-000715,SKU-07435,559.25,East,Bulk,37.35
SHIP-000716,SKU-00183,603.51,East,Standard,333.58
SHIP-000717,SKU-01149,437.15,West,Standard,148.58
SHIP-000718,SKU-04212,350.97,West,Standard,341.06
SHIP-000719,SKU-02160,993.04,West,Standard,203.86
SHIP-000720,SKU-01102,532.34,North,Standard,251.57
SHIP-000721,SKU-03333,429.85,East,Standard,342.13
SHIP-000722,SKU-02702,604.4,East,Bulk,401.19
SHIP-000723,SKU-04876,671.47,North,Express,167.03
SHIP-000724,SKU-02958,24.17,South,Express,140.32
SHIP-000725,SKU-02550,701.69,East,Bulk,499.13
SHIP-000726,SKU-05130,364.47,North,Express,148.61
SHIP-000727,SKU-06950,269.65,South,Express,288.34
SHIP-000728,SKU-02045,898.38,South,Standard,275.23
SHIP-000729,SKU-09354,783.75,North,Bulk,391.7
SHIP-000730,SKU-02995,455.04,West,Express,66.86
SHIP-000731,SKU-06658,460.38,South,Express,150.23
SHIP-000732,SKU-05177,65.73,North,Standard,451.77
SHIP-000733,SKU-07137,580.21,East,Express,186.18
SHIP-000734,SKU-07643,765.43,North,Standard,101.58
SHIP-000735,SKU-06658,14.68,East,Standard,176.12
SHIP-000736,SKU-01977,713.88,North,Express,27.39
SHIP-000737,SKU-06440,884.19,South,Standard,237.47
SHIP-000738,SKU-07171,308.63,North,Standard,431.66
SHIP-000739,SKU-00293,551.55,North,Bulk,490.7
SHIP-000740,SKU-01308,323.3,West,Express,228.46
SHIP-000741,SKU-03161,882.85,West,Express,151.13
SHIP-000742,SKU-02478,585.95,North,Express,130.86
SHIP-000743,SKU-03296,432.6,West,Bulk,410.38
SHIP-000744,SKU-01126,90.36,East,Bulk,342.49
SHIP-000745,SKU-04483,442.65,East,Express,20.78
SHIP-000746,SKU-00335,649.74,South,Standard,323.16
SHIP-000747,SKU-07702,648.33,South,Bulk,378.0
SHIP-000748,SKU-04240,237.36,South,Standard,353.79
SHIP-000749,SKU-08983,178.63,West,Standard,111.98
SHIP-000750,SKU-01783,878.93,North,Standard,47.36
SHIP-000751,SKU-09380,508.64,North,Express,288.27
SHIP-000752,SKU-04566,827.25,West,Express,55.21
SHIP-000753,SKU-06909,886.48,North,Express,237.17
SHIP-000754,SKU-06181,765.04,West,Bulk,110.29
SHIP-000755,SKU-05074,636.01,South,Bulk,156.25
SHIP-000756,SKU-00293,495.94,North,Standard,400.61
SHIP-000757,SKU-02040,794.35,North,Standard,408.22
SHIP-000758,SKU-09196,468.66,West,Standard,69.1
SHIP-000759,SKU-06327,209.22,East,Bulk,121.42
SHIP-000760,SKU-07482,104.89,West,Standard,329.74
SHIP-000761,SKU-00744,811.92,South,Express,73.18
SHIP-000762,SKU-01350,284.82,East,Standard,323.87
SHIP-000763,SKU-06466,814.28,North,Bulk,73.81
SHIP-000764,SKU-00824,57.47,West,Standard,301.22
SHIP-000765,SKU-08878,430.62,East,Bulk,180.82
SHIP-000766,SKU-05106,159.73,West,Express,433.49
SHIP-000767,SKU-01837,429.3,South,Express,231.84
SHIP-000768,SKU-03112,681.64,South,Express,358.35
SHIP-000769,SKU-05998,77.12,North,Bulk,159.25
SHIP-000770,SKU-01686,463.87,West,Standard,116.33
SHIP-000771,SKU-04244,259.4,North,Bulk,348.54
SHIP-000772,SKU-01170,259.94,North,Express,20.93
SHIP-000773,SKU-00120,746.07,North,Bulk,96.15
SHIP-000774,SKU-08875,379.12,South,Bulk,24.86
SHIP-000775,SKU-07459,895.83,North,Express,202.52
SHIP-000776,SKU-07895,200.1,West,Bulk,478.74
SHIP-000777,SKU-03039,524.34,East,Bulk,396.37
SHIP-000778,SKU-03833,514.39,South,Standard,446.56
SHIP-000779,SKU-01389,421.07,South,Bulk,125.8
SHIP-000780,SKU-09441,722.48,South,Standard,252.96
SHIP-000781,SKU-01297,687.19,North,Bulk,478.7
SHIP-000782,SKU-02255,603.48,North,Standard,311.43
SHIP-000783,SKU-05692,74.16,West,Bulk,488.61
SHIP-000784,SKU-08001,597.81,West,Express,137.38
SHIP-000785,SKU-00418,637.61,South,Express,74.75
SHIP-000786,SKU-09003,836.45,West,Standard,414.69
SHIP-000787,SKU-01231,600.53,East,Express,170.88
SHIP-000788,SKU-03656,10.26,South,Bulk,338.39
SHIP-000789,SKU-00250,559.35,East,Express,41.17
SHIP-000790,SKU-02153,146.64,East,Bulk,397.37
SHIP-000791,SKU-05449,710.44,North,Express,86.18
SHIP-000792,SKU-02922,916.6,North,Bulk,281.49
SHIP-000793,SKU-09511,492.04,West,Express,45.28
SHIP-000794,SKU-02860,321.68,North,Express,481.71
SHIP-000795,SKU-05447,684.88,West,Bulk,102.87
SHIP-000796,SKU-02602,631.06,North,Standard,357.89
SHIP-000797,SKU-04921,662.63,East,Express,493.07
SHIP-000798,SKU-03436,615.84,South,Bulk,53.82
SHIP-000799,SKU-01199,22.91,East,Bulk,170.46
SHIP-000800,SKU-03458,575.05,North,Bulk,240.04
SHIP-000801,SKU-01001,367.68,East,Express,137.98
SHIP-000802,SKU-03879,423.1,South,Express,370.21
SHIP-000803,SKU-00665,123.89,South,Express,364.24
SHIP-000804,SKU-06465,323.51,East,Express,300.7
SHIP-000805,SKU-08830,980.49,South,Express,418.17
SHIP-000806,SKU-02415,911.44,South,Standard,391.68
SHIP-000807,SKU-07986,76.89,East,Standard,449.11
SHIP-000808,SKU-06063,578.81,East,Bulk,427.62
SHIP-000809,SKU-09854,377.07,North,Bulk,359.99
SHIP-000810,SKU-05336,433.99,East,Standard,138.93
SHIP-000811,SKU-00304,41.16,South,Express,198.06
SHIP-000812,SKU-04442,96.03,North,Express,438.67
SHIP-000813,SKU-09718,701.96,South,Bulk,123.54
SHIP-000814,SKU-01594,527.54,East,Bulk,148.85
SHIP-000815,SKU-00134,165.06,East,Express,428.94
SHIP-000816,SKU-03563,439.0,North,Express,53.47
SHIP-000817,SKU-07132,588.25,West,Bulk,246.89
SHIP-000818,SKU-00891,473.11,North,Express,461.2
SHIP-000819,SKU-02934,425.17,South,Express,179.18
SHIP-000820,SKU-03167,319.25,East,Bulk,152.57
SHIP-000821,SKU-09396,777.28,West,Standard,387.53
SHIP-000822,SKU-01106,547.94,North,Standard,414.81
SHIP-000823,SKU-01265,259.74,West,Express,57.88
SHIP-000824,SKU-03580,584.68,West,Express,154.97
SHIP-000825,SKU-01704,487.88,East,Bulk,125.96
SHIP-000826,SKU-02887,495.12,South,Express,282.96
SHIP-000827,SKU-09980,736.87,South,Express,345.51
SHIP-000828,SKU-06803,833.43,South,Standard,237.34
SHIP-000829,SKU-00005,871.44,North,Standard,388.66
SHIP-000830,SKU-02843,785.54,North,Express,271.09
SHIP-000831,SKU-02445,104.06,South,Standard,307.49
SHIP-000832,SKU-01371,295.7,South,Bulk,206.46
SHIP-000833,SKU-07427,291.1,West,Bulk,375.34
SHIP-000834,SKU-07052,597.84,West,Bulk,138.38
SHIP-000835,SKU-06735,669.04,North,Bulk,257.53
SHIP-000836,SKU-04865,529.0,West,Standard,483.4
SHIP-000837,SKU-03628,630.33,North,Bulk,311.48
SHIP-000838,SKU-01360,850.56,North,Express,386.36
SHIP-000839,SKU-06439,117.12,West,Express,299.4
SHIP-000840,SKU-01721,589.75,West,Bulk,246.12
SHIP-000841,SKU-09599,848.76,West,Bulk,403.7
SHIP-000842,SKU-05930,294.85,West,Standard,149.46
SHIP-000843,SKU-09107,181.76,South,Standard,268.59
SHIP-000844,SKU-04677,47.71,West,Standard,339.56
SHIP-000845,SKU-08463,276.3,South,Standard,298.62
SHIP-000846,SKU-06914,404.86,South,Bulk,101.45
SHIP-000847,SKU-03625,718.14,South,Express,75.41
SHIP-000848,SKU-00706,440.4,West,Standard,281.79
SHIP-000849,SKU-01791,884.19,North,Bulk,160.17
SHIP-000850,SKU-04674,681.13,West,Bulk,348.74
SHIP-000851,SKU-09636,988.68,South,Express,42.73
SHIP-000852,SKU-04869,219.49,East,Bulk,123.24
SHIP-000853,SKU-04391,534.55,East,Bulk,58.6
SHIP-000854,SKU-05068,777.98,East,Standard,331.52
SHIP-000855,SKU-08230,800.66,East,Express,197.82
SHIP-000856,SKU-00722,169.97,West,Bulk,262.42
SHIP-000857,SKU-02826,966.15,East,Standard,431.62
SHIP-000858,SKU-07190,212.84,West,Express,195.0
SHIP-000859,SKU-07917,761.47,South,Bulk,58.69
SHIP-000860,SKU-03733,999.79,West,Bulk,159.01
SHIP-000861,SKU-08759,623.54,West,Express,307.77
SHIP-000862,SKU-01449,938.1,South,Standard,378.51
SHIP-000863,SKU-09764,601.46,West,Standard,472.09
SHIP-000864,SKU-09759,863.01,West,Bulk,48.59
SHIP-000865,SKU-02444,484.09,North,Standard,430.25
SHIP-000866,SKU-03558,46.37,West,Standard,157.33
SHIP-000867,SKU-04940,535.48,South,Express,191.25
SHIP-000868,SKU-04224,684.95,West,Express,190.31
SHIP-000869,SKU-09647,679.59,West,Bulk,399.41
SHIP-000870,SKU-01176,323.23,South,Bulk,96.56
SHIP-000871,SKU-06972,244.59,South,Bulk,217.24
SHIP-000872,SKU-08193,698.44,East,Bulk,385.49
SHIP-000873,SKU-05293,843.17,East,Express,88.31
SHIP-000874,SKU-08522,282.26,North,Bulk,453.76
SHIP-000875,SKU-07236,179.23,North,Bulk,28.34
SHIP-000876,SKU-07507,765.57,West,Standard,286.15
SHIP-000877,SKU-07558,580.67,West,Express,63.98
SHIP-000878,SKU-07521,495.14,East,Express,339.65
SHIP-000879,SKU-07098,408.93,West,Standard,410.63
SHIP-000880,SKU-00248,613.17,West,Standard,459.26
SHIP-000881,SKU-07912,189.08,West,Standard,378.97
SHIP-000882,SKU-05937,810.71,North,Bulk,33.49
SHIP-000883,SKU-08999,664.87,North,Express,293.24
SHIP-000884,SKU-04196,491.15,South,Express,378.78
SHIP-000885,SKU-02300,280.81,South,Bulk,280.44
SHIP-000886,SKU-05092,18.51,East,Express,30.06
SHIP-000887,SKU-05444,524.56,West,Express,132.23
SHIP-000888,SKU-06838,512.66,North,Express,314.17
SHIP-000889,SKU-05792,169.69,North,Standard,69.0
SHIP-000890,SKU-09076,369.66,North,Express,425.2
SHIP-000891,SKU-06077,536.67,East,Bulk,345.71
SHIP-000892,SKU-00603,187.03,West,Express,390.45
SHIP-000893,SKU-05111,691.25,North,Standard,95.56
SHIP-000894,SKU-01415,408.93,South,Bulk,136.64
SHIP-000895,SKU-03751,942.31,North,Bulk,229.7
SHIP-000896,SKU-07186,425.12,South,Standard,461.91
SHIP-000897,SKU-06795,180.6,South,Standard,246.87
SHIP-000898,SKU-00008,907.37,North,Express,82.46
SHIP-000899,SKU-04832,433.76,West,Express,231.0
SHIP-000900,SKU-06156,76.78,North,Standard,226.83
SHIP-000901,SKU-06202,852.71,East,Standard,222.23
SHIP-000902,SKU-04394,348.8,West,Express,302.97
SHIP-000903,SKU-08548,310.01,East,Bulk,41.07
SHIP-000904,SKU-03732,112.37,West,Express,442.25
SHIP-000905,SKU-02322,486.04,South,Express,439.32
SHIP-000906,SKU-04785,274.81,East,Express,57.31
SHIP-000907,SKU-05126,261.21,West,Standard,77.22
SHIP-000908,SKU-04747,233.6,South,Express,450.61
SHIP-000909,SKU-02663,897.02,North,Bulk,204.76
SHIP-000910,SKU-01134,611.55,North,Express,123.81
SHIP-000911,SKU-03755,158.9,South,Bulk,274.28
SHIP-000912,SKU-07674,720.84,East,Express,423.0
SHIP-000913,SKU-04942,524.09,East,Standard,95.94
SHIP-000914,SKU-02542,566.67,West,Standard,185.4
SHIP-000915,SKU-00032,343.26,East,Bulk,320.87
SHIP-000916,SKU-05893,513.84,South,Standard,367.24
SHIP-000917,SKU-00252,86.53,North,Bulk,40.03
SHIP-000918,SKU-09601,355.47,East,Bulk,227.04
SHIP-000919,SKU-02992,159.58,South,Bulk,129.44
SHIP-000920,SKU-00655,977.72,South,Bulk,383.32
SHIP-000921,SKU-02666,604.28,West,Express,347.44
SHIP-000922,SKU-09589,114.78,West,Express,449.32
SHIP-000923,SKU-04329,966.67,East,Standard,60.51
SHIP-000924,SKU-08951,833.95,South,Bulk,402.82
SHIP-000925,SKU-08040,933.88,West,Standard,428.19
SHIP-000926,SKU-09036,510.85,South,Standard,450.85
SHIP-000927,SKU-07721,828.88,North,Standard,283.45
SHIP-000928,SKU-02192,766.67,South,Standard,308.33
SHIP-000929,SKU-08713,97.25,East,Express,280.95
SHIP-000930,SKU-01368,323.51,South,Express,265.08
