supplier_id,name,industry,location,supplier_size,product_supplied,on_time_delivery,defect_rate,payment_delay_days,escalation_count,penalty_count,contract_duration_months,renewal_status,cost_per_unit,business_criticality,risk_score,recommended_action
SUP-01720,Jenkins Ltd,Logistics,East Kimberly,Medium,Motors,89.3,1.86,16.0,1,0,14,Not Renewed,875.88,High,70,Renegotiate
SUP-01721,"Price, Smith and Castaneda",Chemicals,Port Mark,Small,Cleaning Agents,85.9,3.53,22.0,1,1,42,Renewed,630.71,Medium,20,Renegotiate
SUP-01722,Howe-Jordan,Automotive,North Laurenburgh,Medium,Motors,85.1,2.45,2.0,0,0,36,Renewed,32.58,Medium,48,Renew
SUP-01723,"Morrison, Reed and Fletcher",Logistics,Port Peterborough,Medium,Cleaning Agents,68.9,4.62,14.0,0,0,15,Renewed,503.14,Medium,85,Renegotiate
SUP-01724,"Hanson, Frost and Cordova",Chemicals,West Jasmin,Medium,Cleaning Agents,111.7,1.49,17.0,0,0,10,Not Renewed,140.44,High,28,Terminate
SUP-01725,King Inc,Automotive,New Denisemouth,Small,Cleaning Agents,80.4,0.85,5.0,2,0,42,Renewed,683.85,Low,23,Renegotiate
SUP-01726,"Finley, Watson and Burnett",Logistics,East Joseph,Medium,Cleaning Agents,77.7,1.76,3.0,0,0,45,Not Renewed,262.1,Medium,50,Renew
SUP-01727,Mueller and Sons,Logistics,Ruizberg,Small,Cleaning Agents,91.0,2.84,27.0,2,1,10,Not Renewed,813.87,High,72,Renew
SUP-01728,Ponce Ltd,Logistics,South Kristinville,Small,Cleaning Agents,88.9,0.15,12.0,2,0,26,Renewed,43.65,Low,92,Renew
SUP-01729,Johnson Inc,Electronics,Amandafort,Medium,Vaccines,93.6,3.44,,0,0,28,Not Renewed,667.17,Low,26,Renew
SUP-01730,"Brown, Anderson and Robinson",Pharma,West Tonymouth,Medium,Chips,,1.13,14.0,0,1,44,Not Renewed,727.06,High,13,Renegotiate
SUP-01731,Raymond Inc,Automotive,New Aaronmouth,Small,Vaccines,77.7,2.68,2.0,3,0,28,Renewed,506.07,High,84,Renew
SUP-01732,Villegas-Carrillo,Pharma,West Timothy,Medium,Chips,88.2,3.75,5.0,1,2,8,Not Renewed,947.48,High,10,Renew
SUP-01733,"Smith, Orr and Turner",Automotive,Roberttown,Medium,Transport Services,73.5,3.58,12.0,5,0,9,Renewed,27.39,Medium,36,Renegotiate
SUP-01734,Marshall Inc,Pharma,Maciaschester,Medium,Vaccines,70.5,5.51,5.0,1,0,17,Renewed,814.95,High,86,Renew
SUP-01735,Mendoza-Rodriguez,Chemicals,Angelamouth,Small,Transport Services,108.2,4.2,7.0,1,1,33,Not Renewed,763.86,High,53,Renegotiate
SUP-01736,Kennedy-Jimenez,Automotive,North Katherine,Medium,Transport Services,85.6,4.0,13.0,1,0,11,Renewed,41.08,Medium,85,Renegotiate
SUP-01737,Wood-Richard,Logistics,Johnnyville,Small,Chips,75.0,2.1,6.0,1,1,35,Renewed,321.46,Low,18,Renegotiate
SUP-01738,"Joseph, Bailey and Davis",Automotive,Jenniferport,Small,Motors,99.6,2.93,0.0,0,0,27,Not Renewed,815.05,Medium,40,Renegotiate
SUP-01739,Dorsey-Deleon,Automotive,East Pamela,Medium,Cleaning Agents,81.6,0.08,26.0,1,1,41,Renewed,586.24,Medium,13,Renew
SUP-01740,Martinez-Gonzalez,Automotive,Lake Zacharymouth,Medium,Motors,86.3,2.48,1.0,0,0,31,Renewed,147.08,High,47,Renew
SUP-01741,"Nolan, Wallace and Vaughan",Automotive,Priscillaton,Small,Transport Services,86.3,3.02,12.0,0,2,9,Renewed,565.87,Medium,64,Terminate
SUP-01742,Maldonado LLC,Logistics,Port Angelicahaven,Small,Vaccines,91.6,3.04,32.0,1,0,10,Renewed,959.07,High,57,Renegotiate
SUP-01743,"Nixon, Davis and Meadows",Chemicals,North Johnville,Large,Cleaning Agents,93.6,0.39,6.0,0,0,47,Not Renewed,259.56,Medium,75,Renegotiate
SUP-01744,Thomas-Carpenter,Electronics,Lake Markview,Medium,Transport Services,88.2,0.72,3.0,0,0,10,Renewed,610.14,High,34,Renegotiate
SUP-01745,Kelly-Kelly,Pharma,Keithberg,Small,Cleaning Agents,81.0,,5.0,0,0,20,Renewed,77.06,Medium,32,Terminate
SUP-01746,"Prince, Anderson and Hill",Pharma,Kimberlybury,Small,Cleaning Agents,88.9,2.99,11.0,0,0,30,Not Renewed,294.0,Medium,43,Terminate
SUP-01747,"Sanchez, Johnson and Gonzalez",Automotive,Rosalestown,Medium,Transport Services,95.9,1.82,10.0,0,0,21,Not Renewed,976.29,High,68,Renegotiate
SUP-01748,White-Jones,Chemicals,Morganborough,Large,Motors,109.4,3.59,2.0,0,0,35,Not Renewed,846.29,Medium,90,Renew
SUP-01749,Guzman-Sanchez,Automotive,Michaelshire,Medium,Vaccines,89.2,4.24,17.0,1,0,40,Not Renewed,367.04,Medium,21,Terminate
SUP-01750,"Robinson, Morales and Anderson",Pharma,Port Lindatown,Small,Motors,78.3,2.14,23.0,2,0,9,Renewed,961.55,High,89,Renew
SUP-01751,Perkins-Wilson,Logistics,Nicholechester,Medium,Chips,92.0,3.69,4.0,1,0,22,Not Renewed,581.91,High,47,Renegotiate
SUP-01752,Gibson-Cole,Chemicals,Lake Annamouth,Medium,Chips,87.9,4.15,1.0,1,1,41,Not Renewed,258.13,Medium,40,Renegotiate
SUP-01753,"Hendrix, Jones and Snow",Logistics,West Thomas,Small,Motors,69.7,3.57,3.0,1,0,21,Renewed,651.53,High,44,Renew
SUP-01754,Mullins-Brown,Logistics,South Zacharyville,Medium,Vaccines,101.4,1.23,18.0,2,1,13,Not Renewed,230.62,High,85,Terminate
SUP-01755,"Harrington, Norton and Lopez",Chemicals,Lake Sonya,Medium,Motors,88.5,3.4,7.0,0,0,6,Renewed,860.37,Medium,77,Terminate
SUP-01756,"Haley, Hernandez and Perez",Electronics,South Carlos,Large,Chips,94.8,2.02,16.0,1,0,14,Renewed,587.06,High,92,Renegotiate
SUP-01757,"Morris, Thomas and King",Electronics,Lake Gregory,Medium,Cleaning Agents,91.7,2.25,1.0,1,0,24,Not Renewed,997.81,Medium,10,Renegotiate
SUP-01758,Farmer-Bennett,Logistics,North Nicolemouth,Large,Cleaning Agents,74.6,4.39,4.0,0,0,34,Renewed,781.41,High,79,Renew
SUP-01759,"Orozco, Mason and James",Chemicals,Greenberg,Medium,Cleaning Agents,94.1,2.25,10.0,0,0,10,Not Renewed,41.62,Low,21,Renew
SUP-01760,Stark-Ross,Automotive,North Jillianhaven,Large,Transport Services,85.0,3.3,1.0,0,0,35,Renewed,555.62,High,14,Renegotiate
SUP-01761,"Smith, Rosales and Miller",Automotive,Kelleyport,Medium,Cleaning Agents,,3.17,10.0,0,1,12,Not Renewed,60.79,High,11,Renegotiate
SUP-01762,Crane-Ingram,Electronics,Alexanderland,Small,Vaccines,76.0,0.24,17.0,0,0,18,Renewed,454.6,High,24,Renew
SUP-01763,Harper-Martinez,Electronics,Stephenmouth,Medium,Cleaning Agents,,1.63,10.0,1,0,38,Renewed,499.5,Medium,65,Renegotiate
SUP-01764,Beck LLC,Pharma,Deannafurt,Medium,Motors,105.8,,3.0,0,0,10,Renewed,535.78,High,29,Renegotiate
SUP-01765,Morales-Garcia,Electronics,East Edwardland,Medium,Transport Services,77.4,0.26,4.0,4,0,17,Not Renewed,61.24,Medium,18,Renegotiate
SUP-01766,Pierce Ltd,Chemicals,Georgeberg,Small,Motors,106.1,2.75,18.0,1,0,18,Not Renewed,971.8,High,36,Renew
SUP-01767,Martinez Ltd,Chemicals,Erichaven,Small,Motors,85.4,2.88,1.0,0,1,28,Not Renewed,758.52,Medium,33,Renegotiate
SUP-01768,Lambert Inc,Pharma,Lake Anthonyville,Large,Cleaning Agents,91.4,0.11,0.0,3,1,44,Renewed,458.64,Medium,81,Renew
SUP-01769,Moore PLC,Logistics,Carlport,Large,Chips,70.8,2.74,19.0,1,0,21,Not Renewed,464.94,High,34,Renew
SUP-01770,Warren-Ray,Electronics,South Cody,Medium,Motors,74.9,3.87,1.0,0,0,30,Renewed,113.33,High,40,Renegotiate
SUP-01771,Moody LLC,Logistics,Lake Rodneyville,Large,Transport Services,86.7,4.39,8.0,1,0,33,Renewed,784.76,Medium,56,Terminate
SUP-01772,Johnson-Williams,Pharma,Lake Theresa,Small,Cleaning Agents,104.1,0.98,11.0,4,0,30,Renewed,310.02,Low,53,Renew
SUP-01773,Anderson-Jimenez,Logistics,Conradmouth,Small,Cleaning Agents,,1.53,1.0,0,1,19,Renewed,855.2,High,54,Renew
SUP-01774,"York, Hernandez and Tucker",Pharma,South Georgehaven,Large,Vaccines,87.3,0.78,20.0,1,1,16,Renewed,123.11,Medium,93,Renew
SUP-01775,Simpson LLC,Pharma,South Saratown,Medium,Transport Services,73.2,3.96,1.0,1,1,46,Renewed,428.51,Medium,87,Terminate
SUP-01776,Bowman-Fox,Electronics,Waltermouth,Medium,Transport Services,78.6,2.19,11.0,1,1,20,Renewed,514.46,Low,67,Renegotiate
SUP-01777,Sanchez Inc,Automotive,South Tiffanyside,Medium,Cleaning Agents,89.7,3.18,2.0,0,0,30,Renewed,578.48,Medium,61,Renew
SUP-01778,Johnson LLC,Chemicals,Kellyside,Medium,Motors,67.7,4.35,3.0,1,0,41,Not Renewed,759.77,High,13,Renew
SUP-01779,Gordon PLC,Electronics,Caldwellberg,Large,Transport Services,94.4,3.54,15.0,2,0,39,Not Renewed,25.87,Medium,36,Renegotiate
SUP-01780,Chen LLC,Logistics,West Bradley,Small,Vaccines,90.9,3.66,2.0,0,0,45,Renewed,345.86,High,81,Renegotiate
SUP-01781,"Dunn, Moore and Lynch",Automotive,Lake Dawn,Medium,Chips,82.1,1.37,5.0,2,1,10,Not Renewed,490.27,Medium,83,Renegotiate
SUP-01782,Pugh-Castro,Automotive,North Luisborough,Medium,Transport Services,82.1,1.38,16.0,1,0,46,Renewed,347.2,High,11,Renew
SUP-01783,Briggs Inc,Logistics,Blakemouth,Medium,Cleaning Agents,90.9,,5.0,0,0,44,Renewed,937.15,Medium,24,Renew
SUP-01784,Smith Ltd,Electronics,Terrellchester,Medium,Motors,94.6,1.32,15.0,0,0,6,Renewed,228.45,Medium,74,Renegotiate
SUP-01785,George-Chase,Electronics,Margaretview,Medium,Motors,92.3,2.49,3.0,0,1,29,Renewed,214.05,Medium,48,Renew
SUP-01786,"Hendricks, Steele and Pitts",Automotive,West Crystal,Small,Vaccines,100.5,2.15,22.0,1,1,41,Renewed,936.23,Low,28,Renew
SUP-01787,Velazquez Group,Chemicals,Sherrifurt,Small,Transport Services,87.3,2.95,26.0,1,0,17,Not Renewed,815.22,Medium,43,Terminate
SUP-01788,Evans-Allen,Chemicals,Lake Todd,Large,Chips,61.1,1.01,7.0,1,0,22,Not Renewed,55.65,Medium,48,Renegotiate
SUP-01789,Juarez-Solis,Logistics,Crosstown,Medium,Vaccines,,2.7,5.0,2,1,15,Renewed,758.65,High,20,Renew
SUP-01790,Wagner PLC,Electronics,Mccallshire,Small,Motors,79.1,2.36,8.0,0,0,9,Renewed,838.14,High,68,Renegotiate
SUP-01791,Whitaker Group,Electronics,Burchfort,Medium,Motors,93.5,1.84,10.0,3,0,34,Not Renewed,667.2,High,27,Renegotiate
SUP-01792,Daniels Inc,Automotive,Kochview,Small,Cleaning Agents,76.0,2.41,13.0,1,1,10,Not Renewed,656.61,Medium,17,Renew
SUP-01793,Mendez-Henry,Pharma,New Joseph,Large,Motors,85.3,1.42,6.0,1,0,11,Renewed,368.9,Medium,34,Terminate
SUP-01794,Johnson-Fernandez,Logistics,Laurenstad,Small,Motors,79.3,0.68,11.0,0,0,12,Not Renewed,959.77,Medium,27,Renew
SUP-01795,Graves-Malone,Automotive,North Gary,Large,Vaccines,73.4,3.84,6.0,0,0,32,Renewed,183.27,High,92,Renew
SUP-01796,Adams Ltd,Electronics,Sarahside,Large,Transport Services,79.9,2.57,6.0,2,0,26,Not Renewed,682.79,High,10,Renew
SUP-01797,"Soto, Page and Turner",Logistics,South Amy,Large,Motors,84.6,0.44,5.0,0,0,23,Not Renewed,926.11,Medium,37,Renew
SUP-01798,Wade-Williams,Pharma,Pamelamouth,Medium,Chips,101.4,0.51,2.0,1,0,15,Not Renewed,628.28,High,80,Renew
SUP-01799,"Smith, Espinoza and Patterson",Logistics,Josephton,Large,Transport Services,80.5,2.87,6.0,1,0,28,Renewed,962.51,Medium,52,Renew
SUP-01800,Gutierrez-Snyder,Electronics,North Josephborough,Small,Motors,75.5,0.75,27.0,2,0,17,Renewed,923.81,Medium,60,Renew
SUP-01801,Moran Ltd,Logistics,Davidmouth,Medium,Chips,87.8,0.86,1.0,1,0,38,Not Renewed,761.84,Low,45,Renegotiate
SUP-01802,Ross-Huynh,Logistics,South Amber,Medium,Cleaning Agents,84.1,4.1,6.0,5,0,43,Renewed,652.1,Low,35,Renew
SUP-01803,Martinez Group,Automotive,Lauratown,Large,Motors,98.6,3.28,4.0,0,1,16,Renewed,409.08,High,26,Renew
SUP-01804,Goodwin and Sons,Logistics,New Kevintown,Medium,Cleaning Agents,74.5,1.35,10.0,0,0,43,Renewed,541.96,Medium,12,Terminate
SUP-01805,"Hoffman, Stewart and Snyder",Chemicals,Juanchester,Medium,Transport Services,83.7,3.4,19.0,1,0,27,Not Renewed,78.37,High,87,Terminate
SUP-01806,Mcknight Ltd,Logistics,Port Scottburgh,Small,Transport Services,84.8,2.43,11.0,1,0,35,Not Renewed,270.88,Medium,80,Renew
SUP-01807,"Santos, Maddox and Strickland",Pharma,Lisaburgh,Medium,Cleaning Agents,97.9,4.27,1.0,1,0,31,Not Renewed,583.5,High,84,Renew
SUP-01808,Harris-Fisher,Chemicals,East Evelyn,Medium,Transport Services,81.1,3.53,14.0,0,0,32,Not Renewed,821.96,High,44,Terminate
SUP-01809,"Valencia, Foster and Walker",Chemicals,West Michaelton,Medium,Cleaning Agents,71.4,4.9,4.0,0,0,15,Renewed,535.32,Medium,44,Renew
SUP-01810,"Nash, Bradshaw and Perez",Electronics,North Susanburgh,Medium,Chips,80.8,3.02,12.0,1,0,25,Renewed,702.06,High,92,Renegotiate
SUP-01811,Hayes Inc,Logistics,East Christine,Large,Chips,96.0,2.69,0.0,2,0,21,Renewed,282.49,Medium,20,Renegotiate
SUP-01812,Cox and Sons,Pharma,New Tanyaland,Medium,Vaccines,88.4,2.23,5.0,2,0,26,Renewed,519.97,Medium,94,Terminate
SUP-01813,Elliott-Welch,Chemicals,Lake Luistown,Large,Transport Services,96.3,0.57,5.0,1,0,26,Renewed,207.59,High,45,Renew
SUP-01814,Kim Inc,Electronics,Port John,Medium,Motors,85.3,1.22,15.0,2,1,35,Renewed,843.2,Medium,93,Renegotiate
SUP-01815,Lopez-Wood,Logistics,Johnborough,Small,Chips,97.1,0.66,1.0,0,0,41,Renewed,741.28,Medium,61,Renegotiate
SUP-01816,Wade-Harper,Logistics,New Lisa,Small,Cleaning Agents,86.2,2.06,12.0,2,1,34,Not Renewed,315.42,High,82,Renew
SUP-01817,Nichols-Jackson,Chemicals,Port Johnshire,Small,Cleaning Agents,92.7,2.88,1.0,1,1,8,Renewed,801.93,High,27,Renew
SUP-01818,"Murphy, Cochran and Kelley",Electronics,South Carrie,Large,Cleaning Agents,92.2,0.21,13.0,0,0,20,Renewed,671.52,Medium,63,Renegotiate
SUP-01819,"Marshall, Barber and Hamilton",Automotive,East Eric,Medium,Vaccines,82.8,3.06,13.0,1,0,15,Not Renewed,526.41,Medium,14,Renew
SUP-01820,"Thomas, Miles and Jones",Pharma,New Jennifer,Large,Chips,76.3,2.1,13.0,1,0,26,Not Renewed,817.3,High,63,Renegotiate
SUP-01821,Boyle-Carson,Pharma,South Sophiafurt,Medium,Vaccines,79.6,2.17,27.0,1,0,36,Not Renewed,109.14,High,66,Renew
SUP-01822,Adkins PLC,Logistics,North Jasonburgh,Large,Motors,82.6,2.1,9.0,0,1,23,Not Renewed,59.13,High,42,Renew
SUP-01823,Stout-Oconnell,Pharma,South Kelly,Large,Motors,104.3,1.42,0.0,0,1,37,Not Renewed,182.11,Medium,94,Renew
SUP-01824,Nelson-Stanley,Logistics,Willishaven,Medium,Cleaning Agents,,,1.0,0,0,15,Not Renewed,25.98,Medium,59,Terminate
SUP-01825,Bond-Hernandez,Automotive,Anthonyshire,Medium,Cleaning Agents,84.1,1.73,16.0,1,0,21,Not Renewed,522.24,Medium,64,Renegotiate
SUP-01826,Johnson Ltd,Automotive,West Amyberg,Small,Vaccines,74.0,3.57,2.0,2,0,28,Not Renewed,915.99,Low,35,Renegotiate
SUP-01827,Miller-Hahn,Electronics,Lake Zacharychester,Small,Cleaning Agents,86.1,1.8,2.0,1,0,14,Renewed,427.13,High,44,Renegotiate
SUP-01828,Dunn Inc,Electronics,Melissaland,Medium,Motors,61.3,4.94,19.0,3,0,7,Renewed,847.86,Medium,87,Renew
SUP-01829,"Martinez, Robbins and Myers",Logistics,Christophermouth,Medium,Cleaning Agents,73.2,0.9,1.0,0,0,37,Not Renewed,113.92,Medium,53,Renegotiate
SUP-01830,Barnes-Huang,Automotive,Hansonmouth,Small,Vaccines,86.5,0.92,19.0,0,2,16,Renewed,848.34,Low,27,Renegotiate
SUP-01831,"Cummings, Wu and Ramirez",Chemicals,Michaelside,Medium,Chips,79.0,2.78,3.0,1,1,26,Renewed,534.15,High,75,Renegotiate
SUP-01832,Decker-Zimmerman,Electronics,Port Kimberly,Large,Transport Services,90.2,2.16,1.0,0,1,18,Renewed,417.75,High,31,Renew
SUP-01833,Carter LLC,Pharma,Christinafort,Medium,Motors,92.4,0.8,16.0,1,0,9,Not Renewed,765.5,Medium,71,Renegotiate
SUP-01834,"Martinez, Henderson and Frank",Chemicals,Debramouth,Medium,Motors,92.5,6.6,8.0,2,0,29,Not Renewed,369.29,High,36,Renegotiate
SUP-01835,Phillips Ltd,Chemicals,Davisberg,Medium,Transport Services,78.5,4.65,5.0,0,1,38,Renewed,821.06,Medium,35,Terminate
SUP-01836,"Garcia, Meyer and Chandler",Pharma,Erinport,Medium,Cleaning Agents,85.8,2.5,13.0,0,1,6,Not Renewed,278.94,High,42,Renew
SUP-01837,Peters Inc,Chemicals,North Barbara,Large,Transport Services,73.4,1.46,,1,0,19,Renewed,401.08,High,91,Renew
SUP-01838,Fleming PLC,Electronics,Mitchellshire,Medium,Cleaning Agents,79.3,0.22,8.0,0,0,8,Not Renewed,625.9,Medium,87,Renegotiate
SUP-01839,Mullen PLC,Logistics,West Arthur,Medium,Chips,76.8,1.69,18.0,0,1,22,Not Renewed,493.91,Low,50,Renew
SUP-01840,"Wilson, Lara and Johnson",Chemicals,Edwardsberg,Small,Transport Services,93.6,0.77,8.0,0,2,21,Not Renewed,458.64,Medium,11,Renew
SUP-01841,David Ltd,Automotive,Rhodeston,Medium,Motors,76.6,4.09,19.0,0,0,23,Renewed,229.77,Low,73,Renegotiate
SUP-01842,Figueroa-Alexander,Automotive,Joshuaside,Small,Transport Services,77.6,1.75,6.0,1,1,36,Renewed,489.49,Low,23,Terminate
SUP-01843,Knight and Sons,Electronics,Claytonburgh,Small,Transport Services,82.4,2.02,7.0,2,0,22,Renewed,855.84,High,55,Renegotiate
SUP-01844,Hendrix Ltd,Pharma,Johnborough,Medium,Transport Services,89.6,3.14,13.0,0,1,39,Not Renewed,890.54,Low,56,Renegotiate
SUP-01845,Chavez-Oconnell,Logistics,South Brycebury,Medium,Motors,77.1,2.45,12.0,3,0,12,Renewed,468.72,High,45,Renegotiate
SUP-01846,Butler Inc,Chemicals,Port Jeanetteton,Small,Vaccines,98.8,5.48,2.0,1,1,6,Not Renewed,620.49,Low,91,Renew
SUP-01847,"Gallegos, Joyce and Rodriguez",Pharma,East Paultown,Medium,Cleaning Agents,77.4,2.36,8.0,1,0,20,Renewed,543.91,Low,14,Renew
SUP-01848,"Thomas, Bender and Medina",Pharma,Lake Richardview,Medium,Vaccines,93.0,5.22,2.0,1,2,46,Renewed,503.98,Low,57,Renew
SUP-01849,"Clark, Burnett and Booker",Logistics,Sethville,Medium,Cleaning Agents,100.0,0.21,2.0,0,0,45,Renewed,983.74,High,76,Renew
SUP-01850,"Rice, Stark and Stone",Logistics,Zacharychester,Medium,Vaccines,92.1,2.36,8.0,2,1,30,Not Renewed,566.48,High,69,Renew
SUP-01851,Hughes-Webster,Pharma,Williamsport,Medium,Chips,65.8,4.51,15.0,1,2,39,Renewed,950.69,Medium,14,Renegotiate
SUP-01852,Cole-Powers,Automotive,Walkerside,Small,Motors,87.0,3.09,6.0,2,0,7,Renewed,975.57,Medium,12,Renegotiate
SUP-01853,Reyes-Mack,Electronics,Baileybury,Medium,Chips,75.2,1.75,4.0,0,0,8,Not Renewed,44.3,Medium,59,Renew
SUP-01854,Ellis LLC,Pharma,Jacquelineport,Small,Cleaning Agents,81.1,6.12,5.0,0,1,9,Renewed,200.48,High,52,Renew
SUP-01855,Morris Group,Electronics,Jacksontown,Large,Chips,,1.93,4.0,1,0,12,Renewed,247.63,High,62,Terminate
SUP-01856,Nichols-Fox,Logistics,North Jordanfort,Medium,Vaccines,95.6,,10.0,4,0,44,Renewed,533.52,Medium,74,Renegotiate
SUP-01857,Ford PLC,Pharma,Phillipsmouth,Medium,Cleaning Agents,94.8,5.0,24.0,0,1,45,Renewed,620.58,High,40,Renegotiate
SUP-01858,"Gonzalez, Scott and Anderson",Pharma,West Steven,Medium,Motors,85.5,2.58,4.0,2,1,10,Not Renewed,178.47,Low,87,Renew
SUP-01859,"Stewart, Price and Robinson",Electronics,Owensside,Small,Chips,89.6,1.73,5.0,2,1,17,Renewed,933.39,Medium,40,Renew
SUP-01860,Brown Ltd,Logistics,Sandrafort,Large,Motors,,2.49,30.0,1,0,39,Renewed,403.89,High,79,Renew
SUP-01861,Williams Inc,Logistics,Port Robert,Medium,Vaccines,,2.26,4.0,0,1,45,Not Renewed,611.21,Low,37,Renew
SUP-01862,Barnes and Sons,Pharma,Johnshire,Small,Motors,91.7,3.03,14.0,0,2,29,Not Renewed,802.64,High,11,Terminate
SUP-01863,Weber Ltd,Logistics,New Kathleenmouth,Medium,Vaccines,82.8,1.3,12.0,0,1,38,Renewed,85.2,Medium,60,Renew
SUP-01864,"Gonzales, Le and Thompson",Chemicals,Danielhaven,Small,Transport Services,85.1,2.37,6.0,0,1,10,Renewed,888.73,High,18,Terminate
SUP-01865,"Wilcox, Flores and Ramirez",Automotive,Mirandaside,Small,Transport Services,89.1,3.52,1.0,1,0,8,Not Renewed,316.93,Low,72,Renew
SUP-01866,"Taylor, Drake and Bond",Electronics,Christopherville,Medium,Cleaning Agents,80.3,3.32,7.0,0,0,28,Renewed,461.99,Medium,54,Renegotiate
SUP-01867,Kaufman Group,Pharma,Nancyside,Large,Transport Services,96.9,3.67,36.0,1,1,17,Renewed,545.55,High,80,Renew
SUP-01868,Potter-Hall,Electronics,Howardton,Medium,Cleaning Agents,95.4,1.6,18.0,1,1,35,Not Renewed,749.34,High,83,Renew
SUP-01869,Kelly-Tran,Automotive,Gibsonville,Medium,Transport Services,94.1,1.64,7.0,2,1,38,Renewed,42.37,Medium,52,Terminate
SUP-01870,Key-Brooks,Automotive,Banksborough,Large,Cleaning Agents,,1.13,7.0,0,0,44,Not Renewed,151.83,Medium,63,Renew
SUP-01871,"Smith, Dominguez and Dixon",Pharma,Bridgetbury,Small,Chips,98.5,2.71,,1,0,36,Not Renewed,239.07,Medium,69,Terminate
SUP-01872,"Austin, Owens and Griffith",Chemicals,Stephenfurt,Large,Motors,81.0,1.74,21.0,2,1,7,Not Renewed,244.53,Low,22,Renegotiate
SUP-01873,"Brown, Whitaker and Williams",Pharma,East Johnburgh,Medium,Vaccines,98.0,3.75,3.0,2,1,18,Renewed,870.17,High,73,Terminate
SUP-01874,Holland PLC,Logistics,North Troy,Medium,Cleaning Agents,84.7,0.7,5.0,2,0,6,Not Renewed,15.45,Medium,14,Renegotiate
SUP-01875,Russell LLC,Electronics,Chanchester,Small,Transport Services,89.8,1.51,,1,0,32,Not Renewed,993.47,Low,92,Renew
SUP-01876,"Shah, Shelton and Graham",Automotive,Michaelburgh,Medium,Transport Services,85.7,5.37,3.0,1,0,14,Renewed,844.77,High,50,Renew
SUP-01877,Young and Sons,Logistics,East Tylerhaven,Medium,Motors,95.2,1.56,6.0,0,0,29,Not Renewed,870.69,Medium,71,Renegotiate
SUP-01878,Johnson Ltd,Electronics,West Tanya,Medium,Motors,85.6,3.81,18.0,1,0,37,Not Renewed,387.28,Medium,87,Terminate
SUP-01879,Price-Sharp,Pharma,Newtonfurt,Medium,Vaccines,82.2,0.52,15.0,1,1,41,Not Renewed,82.51,Low,86,Renegotiate
SUP-01880,Pope-Brewer,Electronics,Leslieside,Large,Chips,92.5,3.15,16.0,0,0,25,Renewed,559.95,High,60,Terminate
SUP-01881,"Cordova, Moreno and Barker",Logistics,Port Mikayla,Medium,Vaccines,74.5,3.31,8.0,0,1,21,Not Renewed,674.08,Medium,16,Renew
SUP-01882,"Lopez, Howard and Page",Electronics,Laurafort,Medium,Transport Services,95.0,1.29,12.0,1,0,47,Renewed,585.35,Medium,39,Renew
SUP-01883,Moran-Byrd,Pharma,South Tiffany,Small,Cleaning Agents,92.8,2.9,,1,1,15,Not Renewed,399.06,High,27,Renew
SUP-01884,Berry and Sons,Electronics,Roseburgh,Large,Chips,70.3,1.49,21.0,1,1,40,Not Renewed,706.22,High,68,Renew
SUP-01885,Chen Ltd,Automotive,Bergchester,Small,Motors,96.8,2.67,9.0,0,1,20,Renewed,571.04,Medium,14,Renegotiate
SUP-01886,"Carpenter, Morgan and Nichols",Pharma,Port Richard,Large,Chips,96.6,3.05,1.0,0,1,13,Renewed,687.06,High,16,Renew
SUP-01887,"Lopez, White and Patton",Logistics,Mendezchester,Small,Transport Services,72.3,1.05,,0,1,34,Renewed,497.04,High,62,Renew
SUP-01888,Williamson Ltd,Electronics,Lindabury,Small,Vaccines,79.6,4.59,0.0,0,0,21,Not Renewed,202.64,High,25,Renew
SUP-01889,"Thomas, Goodman and Clarke",Electronics,South Beckyshire,Medium,Transport Services,93.1,0.1,9.0,0,1,30,Renewed,836.16,Low,58,Renegotiate
SUP-01890,Hernandez-Payne,Logistics,Lake Victorstad,Medium,Chips,78.5,2.91,4.0,1,0,42,Not Renewed,208.73,Medium,42,Renew
SUP-01891,James-Hall,Electronics,Lisachester,Medium,Transport Services,70.6,,0.0,3,0,25,Not Renewed,537.65,Medium,23,Renew
SUP-01892,"Weaver, Owens and Carter",Pharma,Lake Tracystad,Medium,Transport Services,93.3,1.02,4.0,0,0,13,Renewed,290.82,Low,19,Renew
SUP-01893,Berger LLC,Electronics,South Cherylfort,Small,Vaccines,90.5,3.13,6.0,0,0,7,Not Renewed,507.4,High,15,Renew
SUP-01894,"Houston, Mitchell and Harris",Automotive,Fisherport,Small,Chips,95.8,1.33,15.0,0,1,25,Renewed,516.59,High,66,Renew
SUP-01895,"Campbell, Page and Frank",Electronics,West Rebeccafort,Medium,Vaccines,92.7,0.08,7.0,2,0,33,Renewed,109.64,High,29,Renew
SUP-01896,Smith-Powell,Chemicals,New Christine,Medium,Motors,81.7,2.8,,2,0,35,Renewed,505.67,High,18,Renew
SUP-01897,Thompson LLC,Pharma,Port Michaelstad,Medium,Vaccines,77.9,1.25,8.0,0,1,20,Not Renewed,379.57,High,31,Renew
SUP-01898,Reed Group,Pharma,Luketown,Small,Cleaning Agents,70.5,1.26,5.0,0,0,46,Not Renewed,735.13,Medium,80,Renew
SUP-01899,"Melton, Dunlap and Hull",Automotive,Anitashire,Medium,Cleaning Agents,86.0,4.2,8.0,2,1,6,Renewed,646.83,High,50,Renew
